normalization	East-West	Dialect	id	year
@@ @@ Minä olin siellä kanssa. Huomasitko? Näet koko päivän paiskin hommia siellä vuorovaikutusvyöhykkeellä. #mansesta_näet #murreviikko #tampereen_kieli	W	TA	1.31426825370386E+018	2020
@@ Se on ihan hyvä syy. Minulla on sellainen ongelma sen putiikin osalta kun pitäisi olla melkein hitsarinlasi silmien edessä että_ei evankelinen valo aivan häikäise. Mutta_kun ne päässä ei näe kulkea ja kakkulat ei passaa yhteen kaasumaskin kanssa. #murreviikko	W	SW	1.31426808016456E+018	2020
@@ @@ Niin aina! Sinä sen sanoit! Kahta en vaihda: toinen on puhelinmarkkinointikielto ja toinen on… #murreviikko	W	SW	1.31426198258599E+018	2020
@@ Mitä vilunkia sinä olet mennyt tekemään kun piti mennä käymään piruntorjuntapatteriston staabissa? #murreviikko	W	SW	1.314261433732E+018	2020
@@ @@ @@ No pitää tietenkin muistaa että nuo kartat kuvaavat aina vanhoja murteita, monien kymmenien vuosien takaista tilannetta. Onhan näin kätevä sanontatapa ehkä voinut levitä laajemmalle. #murreviikko	E	SA	1.3142498357726E+018	2020
@@ @@ @@ @@ Ihan mahdottoman upeita luikautuksia täällä Luikauttimessa! Jotta ei voi sanoa etteikö osattaisi puhua aiheesta ja aiheen vierestä. #murreviikko @@ @@ @tapiomaatta Olisiko meidän rehtorilla Määtällä mitään lisäämistä tähän?[emoji]	E	SA	1.314235194229E+018	2020
Ihan mahdottoman upeita murre-aiheisia luikautuksia täällä Luikauttimessa!  @@ #murreviikko @@ @@ Olisiko meidän rehtorilla Määtällä mitään lisäämistä tähän? [url]	E	SA	1.31423242799328E+018	2020
Näyttääkin nyt valitettavasti siltä, että_ei #pormestarimalli’a saada tällä valtuustolla valmiiksi, mutta päätöksen siirtäminen ja jättäminen vaaliteemaksi ei ole järkevää. Joku päätös valtuuston hallintosäännöstä tehtävä. 4/4 #lahti #lahtivaltuusto #murreviikko	W	NA	1.31415658949073E+018	2020
Toisaalta, kokoomuksen kannatus ei ole näyttänyt nousevan ja Lahdessa ne on tänä vuonna menettänyt jo kaksi valtuutettua perussuomalaisille, jotka on koko ajan vastustanut #pormestarimalli’a. Pelko äänien ja ehdokkaiden valumisesta PS:lle on aito. 3/4* #lahti #lahtivaltuusto #murreviikko	W	NA	1.31415658821161E+018	2020
Just maanantaina perustettiin valtuustossa tilapäinen valiokunta arvioimaan kahden kokoomusvaltuutetun luottamusta. Tuon päätöksen valossa voisi ajatella tämän irtioton olevan kosto ja erityisesti demareita kohtaan. 2/4* #lahti #lahtivaltuusto #murreviikko	W	NA	1.31415658707494E+018	2020
Lahden kokoomus ilmoitti eilen irtautuvansa #pormestarimalli’sta. Tiedotteen suurin kritiikki kohdistuu SDP:een eikä niinkään pormestarimalliin. En ole täysin yllättynyt vaikka näin rajua irtiottoa en osannut aavistaa. 1/4* #lahti #lahtivaltuusto #murreviikko	W	NA	1.31415658582494E+018	2020
Kuulostaa tutulta? [emoji]  Omaa ajattelua rajoitetaan usein sillä kun päällysihmiset vahtii joka ripsausta mihin aikasi käytät  #murreviikko [url]	E	SA	1.31414162180667E+018	2020
@@ Kerran minä en meinannut saada keksittyä esitelmässä yleiskielistä selitystä punteille. Hetken jalkoihin tuijottelun jälkeen minä sitten keksin niiden olevan lahkeet. #murreviikko	W	SW	1.31412387523248E+018	2020
@@ Pahki on niin hyvä sana, vaikea ymmärtää miten ihmiset voi tulla toimeen ilman sitä [emoji] #murreviikko	E	SA	1.31412138471768E+018	2020
@@ @@ Tästä kartasta näkee missä tätä “käyn lehdet” ilmausta on vanhoissa murteissa käytetty: [url] On sitä ollut muuallakin kuin Pohjois-Karjalassa mutta itselleni ei ole Kainuusta tuttu. Ja onhan tämä voinut levitä laajemmalle myöhemmin.	E	SA	1.31411877472393E+018	2020
Miten voit osallistua uuden iPadin arvontaan? No, mepä kerrotaan! 1. Ole meidän POP Pankin asiakas. [emoji] 2. Autotallistasi pitäisi löytyä jonkunlainen pirssi.[emoji] 3. Räknää pirssivakuutukselle hinta ja käy täyttämässä kysely.[emoji]  [url]  #murreviikko #paikallinenpankki	W	SO	1.31411405049893E+018	2020
Neljäs päivä #murreviikko’a Tänään kysyn että onko muillekin käynyt niin että luulette jonkin sanan olevan yleiskieltä ja sitten selviää että ei olekaan. Minulla tällaisia sanoja ovat esimerkiksi sanko ja luuttu (yleiskielessä onkin sanko ja luuttu). [url]	E	SA	1.31411215526492E+018	2020
Minä olen taas värkännyt käden- ja varpaanlämmittimiä #Asunnottomienyö|tä varten. Olen pruukannut antaa ne @EHYTry|lle, vaan he ei nyt organisoi jakelua, kun on tuo #koronakehveli. Juolahtaako mieleesi muuta tahoa isolla kylällä (Hki), jonne minä voisin niitä viedä? #murreviikko	E	SE	1.31408267184112E+018	2020
Kyllä tänään työpäivä meni nopsasti, kun oli kaikenlaista hommantouhua ja piti palaveerata vaikka mistä. Yhtään kekkeruusia ei tullut vastaan ja hommat hoitui noileasti. Semmoista kiirusta on pitänyt, että telkkariakaan en ole ehtinyt töllätä lainkaan # murreviikko	W	TA	1.31393575082468E+018	2020
#murreviikko En minä oikeastaan mitään murretta oikein puhu, Hämeestä olen kotoisin. Yksi turkulainen kyllä huomasi opiskelijabileissä että_en puhu turkulaisittain, mutta jostain syystä luuli että olen Pohjanmaalta.	W	TA	1.31393049884724E+018	2020
“Otatko sinä kahvia, ennen_kuin lähdetään metsään?” “Ei minua varten tarvitse. Katsopa_kun minä join justiin kotona.” #murreviikko	W	NO	1.31392420283613E+018	2020
@@ @@ Minun_mielestä kyllä tuommoinen kieli vaatii puhujaltansa kamalan paljon. Täytyy olla kauhean nopea suustansa. Murreviikon hengessä tässä mennään… #murreviikko	W	TA	1.31392189147687E+018	2020
@@ Hesasta muutin Varkauteen v.95. Kun palasin Hkiin tätini luo kylään, hän pyysi käymään kauppaan. Vastasin että en kahtaa käydä. Sitten vatvottiin mitä tarkoitin. Sitten vasta tajusin että suomessa on murretta. Kieli tarttunut eniten puhumalla. #murreviikko	E	SA	1.31392068571939E+018	2020
@@ Kiitosta vain, tarvitsee taas sitten ottaa osaa. Karmean kiva juttu, tattista vain.	W	TA	1.44724319175797E+018	2021
Siinähän se on murreviikko taas mennyt. Kiitokset kaikille mukana olosta ja vuoden päästä uudestaan, eikö niin?	E	SA	1.44720456553165E+018	2021
#Murreviikko päättyy maailman mielenterveyspäivään. Saa juhlistaa ja koreilla, mutta auttaakin passaa vaikkapa höllentämällä kukkaronnyörejä jos vain suinkin [url]	E	SA	1.44708395837474E+018	2021
Murreviikon kunniaksi #eurajokinen hetki per päivä. Viimeisenä lämpöinen muisto varhaisteini-iästä: “Lainaa sinä vaarin tillukkaita, kun kyllä ne sinulle jo sopii.” #murreviikko	W	SW	1.44708322155708E+018	2021
Minä eilen hankin ajankohtaista lukemista murreviikon viikonlopulle.  #murreviikko #akuankka [url]	W	TA	1.44676310540981E+018	2021
Me täällä Tampereella ollaan edelläkävijöitä ja rakennetaan jo tulevaisuutta! Tässä meidän rehtori Tapio Kujalan mietteitä.  #Murreviikko [url]	W	TA	1.44676237599099E+018	2021
Murreviikon ja siskoni häiden kunniaksi #eurajokinen hetki per päivä. Ajalta, jolloin ajokorttini oli tuore ja kuskasin sukulaisiani enemmänkin. Isäni: “Aja sinne oven eteen vain, kun tulee niitä krämppikonttisia.” #murreviikko	W	SW	1.44672083373346E+018	2021
#murreviikko kunniaksi vanha Alias-anekdootti:  Minä (pohjoiskarjalainen): *nostan kortin jossa sana SOKKOTREFFIT* Minä: No tämä on semmoinen kun on kaksi ihmistä eikä ne tunne toisiaan ja sitten ne tapaa toisensa ja…  Pari (jyväskyläläinen): SALAMURHA!	E	SA	1.44665397755535E+018	2021
@@  Minusta on aika helppo lukea eri murteita, mutta itse kun kirjoittaa niin pitää miettiä, että kuinka tarkasti sitä viitsii transkriboida.	W	NO	1.44654009338948E+018	2021
@@ Minun sydämelle on ainakin tehnyt tosi hyvää nähdä eri murteita kirjoitettuina! Olisin itsekin halunnut twiittailla enempi, mutta en sitten ole kehdannut, kun jotkut on sanonut, että #murreviikko on ihan pöljä. :(	W	NO	1.44653992225344E+018	2021
Ei ole tyhmempi slogan almamaterilla. Hitaana pohjoispohjalaisena äkkäsin vasta junassa kun kotiin menossa. #murreviikko [url]	W	NO	1.44651478853693E+018	2021
Se on #murreviikko! Mitähän minä kirjoittaisin..! Vaikka sen uuden Bondin keskipohjalaiskäännöksen, joka olisi jotakin, että “Ei jouda kuolla”. #notimetodie	W	NO	1.44646632410488E+018	2021
@@ Onhan sitä vähän vaikea lukea, mutta minä kyllä tykkään! Murteet on niin parasta [emoji]	E	SA	1.44642883636783E+018	2021
Kyllä on Pohjanmaallakin taas tällä viikolla keitelty kahvia. Ja otettu kuvia, hiki päässä. #murreviikko [url]	W	NO	1.44641982653738E+018	2021
@@ Minä luulen että tässä on kyse myös siitä, miten tunnettu murre on ja montako sitä puhuu vaikka telkkarissa. Kummeli pitää tätä meidän murretta hengissä.	W	TA	1.44639091647498E+018	2021
@@ Mukavaahan tämä on! Ja mitä se semmoinen höpinä on; ihmisethän lukevat sitä ihan tolkutontakin kirjoitusta, jos siellä vaan jotakin älyä vähänkään välissä on. Kun niitä semmoisia testejä on, että saatko sinä selvää vai et, tiedättehän te? Saati sitten näitä murteita, nämähän on rattoisaa lukemista!	E	SE	1.44638719866899E+018	2021
@@ @@ @@ Niin, se melkein pitää ääneen lukea jotta pääsee kärryille että mitä ne meinaavat. Vaan mukavahan se on lukea erilaisia murteitakin. Ja sitten on meitä kaksimurteisia, niin_kuin minä, jonka arkimurre on vaan tätä perushelsinkiläistä minä-sinä-juttua.	E	SA	1.44638672035895E+018	2021
Näemmä #murreviikko toteutuu melko tolkusti Bluetoothilla. Kletzmeriä ( #kletzmer ) ihan Oulun murteella, mitä nyt yksi kirjoitettu vähän sinne päin. Kolmekymmentäyksi sen pitäisi olla. [url]	W	NO	1.44638511579445E+018	2021
@@ Lisää vain löylyä kiukaalle, ei kun siis lisää vain kaikkia Suomen murteita joka puolelle.  Joitakin saattaa semmoinen yhtäkkinen kirjava ja monipuolinen murretulva ärsyttää, mutta so not, sanoi mummo hangessa, vai miten se nyt menikään…	W	NO	1.44637266572864E+018	2021
Pidetään niistä pääkopista huolta. Jopa tämmöisen hitaan hämäläisen pää voi ruveta savuamaan ihan huomaamatta. #Murreviikko [url]	W	TA	1.44637201277617E+018	2021
@@ Kivaa aivojumppaa!	NA	NA	1.44636927663035E+018	2021
Murreviikkojen aikana olen usein kuullut että murteella kirjoitettua tekstiä on vaikea lukea ja puhuttua murretta ymmärtää helpommin. Varmasti näin on, koska murteet ovat eläneet puhuttuna. Mutta kyllä näihin murreteksteihinkin voi tottua jos niitä enemmän lukee. [url]	E	SA	1.4463686702724E+018	2021
Murreviikon kunniaksi #eurajokinen hetki per päivä. Seminaarin metallityöluokassa kuultua: “Onko sinulla laillisenkokoinen avain lainkaan?” “Täh, siis, voiko se olla laiton?” #murreviikko	W	SW	1.44635844640894E+018	2021
Moro! Meille tänne TAMKkiin voi hakea myös tuon avoimen väylän ja siirtohaun kautta. Nyt kuulkaa olisi tarjolla jopa 38 avointa hakukohdetta! Vielä kerkeää, haku päättyy 15. päivä klo 15. Eikö olekin helppo muistaa! Nyt_vain tutustumaan tarjontaan.  #Murreviikko [url]	W	TA	1.44635483514674E+018	2021
@@ Minä se pruukaan praatata joka viikko Tornionlaakson murteella. Yrittänyt löytää kadoksissa olleita sanoja Ämmin ja äijän aikaisia. En vain ole kaikkia löytänytkään, mutta hyvin paljon jo.	W	BN	1.44633921952641E+018	2021
Mutta se on selvää, että ilman murteita suomen kieli olisi paljon köyhempi [emoji]. Hyvää #murreviikko’n jatkoa! (2/2)	W	SW	1.44615265091185E+018	2021
Nyt on #murreviikko. Minä olen koko viikon miettinyt, että mitä ihmettä minä kirjoittaisin. Kun minä en oikein enää tiedä, mitä murretta minä puhun. Vanhempien kanssa toimitellaan ilmajoeksi. Muuten kai minä puhun lähinnä turun murretta, mutta se on vaan minun adoptiokieli. (1 / 2)	W	SW	1.44615179107533E+018	2021
@@ . “Mistä sinä tiedät, että jokin ihminen on ekstrovertti? No, se katsoo nähdessänne sinun kenkiäsi eikä omiaan”  [url]	E	SA	1.44608991149764E+018	2021
Minulla teki niin mahdoton kolmihokkaista mieli, että täydyin lähteä kauppaan, vaikka tiesinkin, että_ei suinkaan niitä Helsingissä myydä. No minä että otanpa sitten fleetaa, vaan ei ollut sitäkään. Klassipaketin kanssa palasin kotiin. No, kläpit sentään tykkää. #murreviikko #ruoka	W	BN	1.44607023659219E+018	2021
@@ Minun kaveri muutti ulkomailta lapsena tuonne Kainuuseen. Oli huvittavaa, kun opetteli kieltä murteiden keskellä. Murre tarttui, mutta toisaalta tarttui väärinkin, kun tuplakonsonantteja meni vääriin kohtiin. Varmasti tuo omat haasteensa murteet!	E	SA	1.44599760080564E+018	2021
@@ @@ @@ @@ @@ Läpällä tehty. Siinä on freistattu pitää lystiä tuon meidän Väylänvartisten kuuluisan hoon kustannuksella tukkimalla sitä joka paikkaan. Eikä se mitään, kun sen tietää.	W	BN	1.44599747077381E+018	2021
Murreviikon kunniaksi #eurajokinen hetki per päivä. Toinen mummoni kesäkuulumisineen: “Virtaska kastui kun niiden paatti osui kaksosten kivelle siinä ihan verkkokarin edessä.” #murreviikko	W	SW	1.44599605824963E+018	2021
En ole joutanut paljon visertelemään, kun on tuo sisko täällä kylässä Amerikasta käsin ja äitikin tuli eilen junakyydillä kylille. Tiedossa on sukulaisissa ramppaamista ja ankaraa kortinpeluuta! #murreviikko	E	SA	1.44599221622108E+018	2021
Muista tsiigata #tilaajavastuu brujut! #murreviikko #stadinslangi [url]	W	HE	1.44599077365322E+018	2021
Tänään voisi puhua siitä miten vieraskieliset oppii suomen murteita. Minkälaisia kokemuksia siitä? [url]	E	SA	1.4459881779033E+018	2021
Joko muuten @@ on bongannut #murreviikko’n? Entäpä meidän koulutustuen?	W	NA	1.44598610875247E+018	2021
Kyllä junassa on ihmisen hyvä tehdä töitä rauhassa. Saa mietiskellä ja tuumailla, katsella #maaseutu’a, juoda kahvia ja syödä puuroa. Ja huomenna sitten hyvin valmistautuneena vetämään #järjestökoulutus’ta. #murreviikko [url]	W	NO	1.44598493041314E+018	2021
Minä tein paahtoleivän ja karpalo-cashew-leivän. Hapanjuurella, tietysti[emoji]. #itsetein #murreviikko #martat [url]	E	SE	1.44583377449998E+018	2021
&lt;3!  #Verottaja goes #murreviikko.  Meillä_on maailman paras verokarhu. Oikein semmoinen pörheä, pehmeä nallukka, niin! [url]	NA	NA	1.44579165788305E+018	2021
Minulla ei ole usein täällä sanottavaa, mutta nyt käyn väittämässä, että minä olen Oulun murteen lähettiläs täällä Keski-Suomessa. #murreviikko	W	NO	1.44576911258033E+018	2021
Ja katso, asia on sillä_tavalla kuin haastettiin tarkastuksella. Useasti käy sillä_viisiin että lakia ei ole noudatettu ajallaan. Minulle on annettu valta valvoa tätä asiaa täällä etelä-karjalassa ja muuallakin. #tilaajavastuu #murreviikko #ekarjala [url]	E	SE	1.44571152766791E+018	2021
Meidän fyssariopiskelijat ja ruotsinkielisen @ArcadaUAS’n opiskelijat etäili yhdessä keväällä. Opiskelijat puhui sekä suomea että ruotsia, ja tekivät yhdessä harjoituksia. Mitä sanotte, pitäisikö opintoihin lisätä tampereen murre? #TAMK #Arcada #Murreviikko [url]	W	TA	1.44570942186727E+018	2021
Tänään minä olen palaveerannut työsuojelutarkastajien .@@ ja .@@ ja muutaman muun ne_olikaan kanssa että miten me nyt oikein lähetettäisiin nuo tarkkarit sähköpostissa, mitä kaikkea tarvitsisi ottaa huomioon #murreviikko	W	TA	1.44570866530284E+018	2021
Joku murreviikko nyt?  Talvikelit tulossa. En perusta lookaamisesta, katso_kun looka pruukaa käydä kopiksi kiviin.  (Juu en 18 vuoden aikana ehtinyt tuota murretta kunnolla oppia)	W	NO	1.44570394401815E+018	2021
#murreviikko kunniaksi ehdotan uuden James Bond-elokuvan savokarjalaiseksi väännökseksi: Kun ei tässä edes kuolla ehdi!	E	SA	1.44570014623525E+018	2021
Minä olen kanssa yksi junttapulla, kun minä unohdin kiittää .@@ :sta hienon seminaarin järjestämisestä. Kiitos sinulle kauheasti kun pidät meidät ajan_tasalla näistä asioista. #murreviikko [url]	W	SW	1.44567636209048E+018	2021
@@ Juu näin on. Semmoisen kekkeruusin sanomisilla ei ole mitään väliä #murreviikko	W	TA	1.44567553926032E+018	2021
Minä en ole vielä törmännyt siihen että joku olisi minun murteesta kateellinen. Kun en tiedä puhunko edes enää murretta vai tavallista puhekieltä vain murteella höystettynä. Mutta minun mielestä meidän murteessa on kaikkein kauneimmat pronominit: minä, sinä, hän, me, te, he. [emoji] [url]	E	SE	1.44564655597797E+018	2021
Yritän tässä juuri tuottajalleni argumentoida, että koska on murreviikko, meikäläisen kuuluisi haastella ihan helvetin leveää savoa jonain päivänä.	E	SA	1.44564265966669E+018	2021
Murreviikon kunniaksi #eurajokinen hetki per päivä. Lähikauppaan minut lähetetty usein sanoilla: “Maitoa, leipää ja juustoa.” #murreviikko	W	SW	1.44563367050566E+018	2021
@@ Meitä on minunlaisia jotka ovat keskisuomalaisten vanhempien Uudellamaalla tekemiä ja Satakunnassa kasvattamia. Aikuisikä on mennyt lähinnä Pirkanmaalla. Pitäisikö tässä vääntää viitasaarelaista, säksättää kuin porilainen vai onko se parempi vain alkaa tamperelaiseksi?	NA	NA	1.44562708530156E+018	2021
Minun_mielestä kieli kertoo kamalan paljon. Jotkut puhuu hienosti vaikka nyt savoa ja jotkut taas porilaista. Työasioista voi puhua ilmankin, mutta minun puhe kääntyy aina tampeeksi viimeistään silloin kun_minä puhun jääkiekosta! #Murreviikko [url]	W	TA	1.44562691044942E+018	2021
Minulla murteen puhuminen vaatii kaveria. Savo menee aivoissa päälle, jos muutkin puhuu savoa. Yksinäni puhun tylsää yleiskieltä. #murreviikko	E	SA	1.44562669604918E+018	2021
Yksi tuttu kehitti sellaisen termin kuin “murrekateus”. Kaikilla muilla on kuulemma takataskussa murre, jota voi sitten murreviikolla käyttää, ja hän sanoi olevansa kateellinen tästä. Ovatko asenteet murteita kohtaan muuttuneet, kun murre aiheuttaa tällaisia tunteita? [url]	E	SA	1.44562501736708E+018	2021
Lukaisin sattumoisin täältä twitterversumista, että meneillään on #murreviikko . Niin hihkaisenpa vain, että meinasin valmistautua kohta_puoliin seuraavaa Petrocultures-seminaaria varten katselemalla käsiini semmoisen opuksen kuin Carbon Democracy.	E	SA	1.44562428504159E+018	2021
Olethan sinä jo hakenut meidän @@ koulutustukea tai ainakin testannut laskuria? #murreviikko #järjestökoulutus [url]	W	NA	1.44562083323841E+018	2021
Jos Pulp Fiction tapahtuisi Turussa. - Sano “kuinka” vielä kerran. - Kuinka? - Sano “kuinka” vielä. Et sinä mitään “kuinka” sanoisi vielä kerran! Sano “kuinka” vielä yhden jumalan kerran! #murreviikko	W	SW	1.44561686829579E+018	2021
Mitä, pitääkö selvitykset säilyttää? #tilaajavastuu #savo #murreviikko [url]	E	SA	1.44560724373142E+018	2021
@@ @@ Metsässä on mukavaa	W	NO	1.44546196219687E+018	2021
Mukavaa tiistai-iltaa koko Twitter-kansalle! Nyt_vietetään murreviikkoa että ei_kun kahvia ja pullaa vain sen kunniaksi! Hienoa, kun on tämmöisiä murteen elvyttämisviikkoja[emoji] #nivala #murreviikko [url]	W	NO	1.44545897457315E+018	2021
@@ Voitko_sinä selittää mitä nuo kehtuuttaa ja kopeuttaa tarkoittavat? Eihän tuosta saa mitään selvää.	W	NO	1.44545148491774E+018	2021
Harvoin se saa verotus ihmisen hymyilemään, mutta nyt saa! Tämä on hyvä[emoji][emoji]! #murreviikko [url]	E	SA	1.4454472500129E+018	2021
@@ @@ Dee-kirjain. Made kun on padassa niin sitten tohdin kuluttua syömään.	W	TA	1.4454410661409E+018	2021
Onko mitään lappuja? #tilaajavastuu #murreviikko #turku [url]	W	SW	1.44542620374626E+018	2021
#murreviikko @murreviikko Haaste! Mitkä on teille hauskimpia/omalaatuisimpia/suussa kivasti istuvimpia, teidän omia lempparisanoja teidän murteella/puhekielellä? Minä aloitan! [emoji]	W	TA	1.44541842821972E+018	2021
3/3 Ja jos nämä eivät vielä tästä auennut, niin älä hyvä ihminen luovuta. Katso tuosta alta vielä meidän arvovideo. Siinä on liikkuvaa kuvaa ja selkokieltä. Ja pistä hakemusta tulemaan. Tiedä vaikka pääsisit haastateltavaksi.  #murreviikko	W	TA	1.44538455391747E+018	2021
2/3 Jaa mitkä ne meidän arvot sitten on? No ne on_nämä:  Kyllä me nyt rohjetaan.  Meidän pipo ei kiristä.  Kyllä me toisistamme huolehditaan.  #murreviikko	W	TA	1.44538414601301E+018	2021
1/3 Nyt vietetään #murreviikko a. Vaikka pirkanmaalainen ollaankin, niin sen_verran ollaan kosmopoliitteja että meille kelpaa junantuomatkin. Tampereen kielen puhuminen ei meillä Tuomessa ole pakollista, mutta kovasti toivottaisiin että meidän arvot sykähdyttäisi jotain tuolla rinta-alassa.	W	TA	1.44538380083857E+018	2021
Opo hei, tule nyt ihan itse katsomaan: #Oposeminaari 8.10.2021 klo 9-14.15 #Murreviikko #OpintoOhjaaja Ilmoittaudu mukaan tapahtuman sivuilta: [url] [url]	W	TA	1.44538077243784E+018	2021
Vaan oliko se #murreviikko? No toki, kyllähän sitä saattaa kainuuksikin välillä twiitata. Vaikka en minä millään ikää näin leveää kainuuta arkipäiväisesti puhelekaan.  Enemmänhän sitä tarvittaisiin arvostusta murteillekin. Tympäisee kun pidetään jotenkin sivistymättömänä näitä.	E	SA	1.44537999110201E+018	2021
minun täytyy kyllä myöntää että ei minulla oikein ole mitään kontrollia siihen mitä murretta minä puhun, satunnaiset porit kuulen usein itsekin mutta muuten olen ihan epätietoinen #murreviikko	W	SW	1.44537536466716E+018	2021
Jaa minä vai? Minä mitään murretta puhu #murreviikko	W	SW	1.44537141783138E+018	2021
Kyllä tämä on ihan mahdottoman hyvä, että verottajakin on huomannut, että nyt on #Murreviikko [url]	W	TA	1.44537015156673E+018	2021
minä ainakin puhun nykyään paljon enemmän tätä turun murretta kuin lapsena. kyllä minä pienenä taisin puhua joko semmoista varsinais-suomen peruspuhekieltä tai sitten vallan kirjakieltä kun se oli minun mielestä niin paljon hauskaa. tietysti sitten pienenä mummolassa käydessä puhuttiin paljon karjalan murretta. [url]	W	SW	1.4453630150088E+018	2021
Minä en ole jotenkin ikänä kiinnittänyt omaan puheenparteen huomiota, muistan vain kun pienestä pitäen aina sukulaisissa minun murre vahveni. Sen huomasi kun serkut ja isovanhemmat puhui eri_lailla (/”vahvemmin”) kuin itse, niin sitten itsekin alkoi vääntää. ja väännän yhä [url]	W	SW	1.44535978293691E+018	2021
mutta niin kuin tattista vain siihen suuntaan @murreviikko! murteet on ihana juttu, tosi kiva kun tällaista järjestetään [emoji] saisi kyllä olla enemmänkin jos minulta kysytään [emoji] mutta toisaalta, minä nyt olen tämmöinen kun tykkää kiinnittää toisten murteisiin huomiota (ja omaan kanssa, kun niin_kuin mikä ihme lounaissuomimix tämäkin on)	W	SW	1.44535922316095E+018	2021
Murreviikko on_muuten mun lempiasia twitterissä tällä viikolla. Vasta kun oikein yritän kirjoittaa sillä_tavalla kuin minä oikeasti puhunkin, niin huomaan että kuinka murteella minäkin oikeasti loppu_viimeksi väännän.	W	SW	1.44535306195895E+018	2021
Tämä on karmean kiva. Kiitos .@@ #murreviikko .@@ [url]	W	TA	1.44535020339408E+018	2021
Se on meinaan sillä_tavalla että kyllä hesalaistuneen sydänhämäläisen ärrät pärisevät paljon enemmän sitten kun_on toisten tamperelaisten kanssa puheissa. Ketkä muut täällä twitterissä on Tampereelta tai jostain sieltä kotoisin?  #murreviikko	W	TA	1.44533543847083E+018	2021
Junantuomat erottaa täällä siitä, että yksikään tamperelainen ei sano “nääs” eikä “Manse”.  #murreviikko	W	TA	1.4453352184628E+018	2021
Päivä on mennyt ihan tiedolla_johtamisen ja tietojohtamisen kanssa. Aamulla olin följyssä .@@ kanssa .@@ seminaarissa ja nyt mietin .@@ ja .@@ ja .@@ .@@ sekä monen muun innokkaan kanssa että mitä tuolle ESR-hommalle tarvitsisi tehdä #murreviikko	W	SW	1.44533342862332E+018	2021
@@ Minä fundeerasin semmoisia, että jos maar kaikki italialaiset on kumminkin veronalaisia niin mitä me suomalaiset sitten ollaan? #murreviikko #asiakaspalveluviikko	W	SW	1.44532591537918E+018	2021
@@ Meillä täällä Melassa väännetään monenlaisia murteita joka puolelta Suomea, mutta valitaan nyt tällä kertaa Pohjanmaan murre kun se on niin selkeä eikä kenellekään jää mitään epäselvää mitä on sanottu. #murreviikko	W	SO	1.44532056887047E+018	2021
@@ Minun murre tulee heti esiin kun praataan jonkun perheenjäsenen kanssa, mutta en minä sitä turkulaisille oikein osaa puhua. Se on minusta visto kun omat lapset sanoo että “katsoin ja tipuin” tai kysyy että “ketä haluaa ulos?” [emoji] #murreviikko	W	BN	1.44530596195098E+018	2021
Eilen kun osa somesta oli jumissa ja ihmettelin sitä, minä tulin Twitteriin katsomaan, mitä täällä puhutaan siitä ja täällä olikin murreviikko kovassa vauhdissa. Voi kauhea paikka, kun se meinasi mennä ohi! Onneksi vielä kerkeän. #murreviikko #kieli	W	NO	1.4453040147537E+018	2021
No nyt! Minä hytkyn jo meinaan naurusta kun minä odotan teidän fiksusti muotoiltuja kysymyksiä. Murteet on vaan niin hienoja, muutkin kuin Tampereen kieli. #murreviikko [url]	W	TA	1.44530012906659E+018	2021
@@ Muistan, kun lukion äikänope joutui sanomaan meille, että televisio kirjoitetaan ihan oikeasti televisio eikä telvisio. Jotkut meistä luuli että se toinen e on vain murretta, niin kuin ‘pelkäätkö sinä’. Mutta kyllä minä sen jo tiesin kun olin niin fiksu.	W	NO	1.44529387662604E+018	2021
@@ Minä muistan, kun kesätöissä etelässä hoksasin, että kaikki muut puhuu ihan oudosti ja minä olin ainoa tolkun ihminen. :D Totta sitä kakarana jo ainakin välivokaaleja viljeltiin ja sanottiin -oa/-eä (maitoa, hirveä). “Voitko_sinä alkaa” oli se lause, millä haettiin kaveri leikkimään.	W	NO	1.4452913862957E+018	2021
@@ Minä olin lapsena paljon vanhojen sukulaisten luona. Siellä puhuttiin murretta, mutta ei se minuun tarttunut. Vasta rippikoulussa joutui murretta puhuvien nuorten ihmisten sekaan niin että alkoi itsekin puhua.	W	NO	1.44529010171886E+018	2021
@@ En minä ole Suomessa asunut muualla kuin tässä Oulun ympäristössä (ulkomailla paljon enemmän). Mutta en minä puhdasta Oulun murretta puhu, vaan isovanhempien puheesta on tullut keskipohjalaispiirteitä. Etelän lomamatkoilla ei tarttunut mitään murteita, kun minusta ne kuulosti ihan pöljiltä.	W	NO	1.44528672285039E+018	2021
Lapsena minulla oli hirveen voimakas murre. Päiväkodissa nauroivat aina hoitajat sille ja 14 vuotta myöhemmin nauroivat siskonikin samanlaiselle puheelle. Koulussa sitten heikkeni oma murre, mutta kylläpä sen vieläkin heti huomaa varsinkin semmoiset, jotka ei itse savoa haasta. [url]	E	SA	1.44528380486063E+018	2021
@@ Olen asunut ikäni murteiden risteämiskohdassa, minkä takia Kainuun murre ei ole ollut sitä leveintä. Mutta kyllä lapsena jo sitä puhuttiin murteilla. Armeijassa huomasi vasta, että miten murteella puhuukaan, kun tuli muualta poppoota.	E	SA	1.44527991304135E+018	2021
